name,display_name,pubmed_occurrence
"alcohol-induced disorders, nervous system","Alcohol-Induced Disorders, Nervous System",281
diffuse axonal injury,Diffuse Axonal Injury,280
"blindness, cortical","Blindness, Cortical",280
prune belly syndrome,Prune Belly Syndrome,280
"skin diseases, genetic","Skin Diseases, Genetic",280
diaper rash,Diaper Rash,280
"fractures, compression","Fractures, Compression",280
pneumocystis infections,Pneumocystis Infections,279
berylliosis,Berylliosis,279
"brain injury, chronic","Brain Injury, Chronic",279
hypertensive encephalopathy,Hypertensive Encephalopathy,279
anisakiasis,Anisakiasis,278
"sprue, tropical","Sprue, Tropical",278
"epilepsy, rolandic","Epilepsy, Rolandic",278
aniridia,Aniridia,277
serratia infections,Serratia Infections,276
rubinstein-taybi syndrome,Rubinstein-Taybi Syndrome,276
"muscular dystrophy, facioscapulohumeral","Muscular Dystrophy, Facioscapulohumeral",276
"meningitis, fungal","Meningitis, Fungal",275
"joint deformities, acquired","Joint Deformities, Acquired",275
"angiomatosis, bacillary","Angiomatosis, Bacillary",274
loiasis,Loiasis,274
epidural neoplasms,Epidural Neoplasms,274
papillon-lefevre disease,Papillon-Lefevre Disease,274
"hip dysplasia, canine","Hip Dysplasia, Canine",274
epidermolysis bullosa simplex,Epidermolysis Bullosa Simplex,273
togaviridae infections,Togaviridae Infections,272
urachal cyst,Urachal Cyst,272
retrognathism,Retrognathism,272
"muscular dystrophies, limb-girdle","Muscular Dystrophies, Limb-Girdle",272
"amyloid neuropathies, familial","Amyloid Neuropathies, Familial",272
"brain diseases, metabolic, inborn","Brain Diseases, Metabolic, Inborn",271
apudoma,Apudoma,270
tooth migration,Tooth Migration,269
laurence-moon syndrome,Laurence-Moon Syndrome,268
oophoritis,Oophoritis,268
"abnormalities, severe teratoid","Abnormalities, Severe Teratoid",267
hypertelorism,Hypertelorism,266
endolymphatic hydrops,Endolymphatic Hydrops,266
sick building syndrome,Sick Building Syndrome,266
argyria,Argyria,265
beriberi,Beriberi,265
dictyocaulus infections,Dictyocaulus Infections,264
micrognathism,Micrognathism,264
"myopathies, nemaline","Myopathies, Nemaline",264
enzootic bovine leukosis,Enzootic Bovine Leukosis,263
myelolipoma,Myelolipoma,263
"mental retardation, x-linked","Mental Retardation, X-Linked",263
slow virus diseases,Slow Virus Diseases,262
infratentorial neoplasms,Infratentorial Neoplasms,262
hypokalemic periodic paralysis,Hypokalemic Periodic Paralysis,262
"heart failure, diastolic","Heart Failure, Diastolic",262
factor x deficiency,Factor X Deficiency,262
"hemorrhagic fever, ebola","Hemorrhagic Fever, Ebola",261
capillary leak syndrome,Capillary Leak Syndrome,261
ganglion cysts,Ganglion Cysts,260
teratocarcinoma,Teratocarcinoma,260
iris neoplasms,Iris Neoplasms,260
dentinogenesis imperfecta,Dentinogenesis Imperfecta,260
sweat gland diseases,Sweat Gland Diseases,260
"pericarditis, tuberculous","Pericarditis, Tuberculous",259
myoma,Myoma,259
"sweating, gustatory","Sweating, Gustatory",259
pituitary acth hypersecretion,Pituitary ACTH Hypersecretion,259
bordetella infections,Bordetella Infections,258
"esthesioneuroblastoma, olfactory","Esthesioneuroblastoma, Olfactory",258
choanal atresia,Choanal Atresia,257
"liposarcoma, myxoid","Liposarcoma, Myxoid",256
open bite,Open Bite,256
obesity hypoventilation syndrome,Obesity Hypoventilation Syndrome,256
rickettsiaceae infections,Rickettsiaceae Infections,255
"melanoma, amelanotic","Melanoma, Amelanotic",255
dyskeratosis congenita,Dyskeratosis Congenita,255
"obesity, abdominal","Obesity, Abdominal",255
pseudohypoaldosteronism,Pseudohypoaldosteronism,254
embryo loss,Embryo Loss,254
hypotrichosis,Hypotrichosis,254
"lipomatosis, multiple symmetrical","Lipomatosis, Multiple Symmetrical",254
ergotism,Ergotism,254
chromosome breakage,Chromosome Breakage,253
"tuberculosis, oral","Tuberculosis, Oral",252
"ecthyma, contagious","Ecthyma, Contagious",252
"myopathies, structural, congenital","Myopathies, Structural, Congenital",252
rectovaginal fistula,Rectovaginal Fistula,252
"myoclonic epilepsy, juvenile","Myoclonic Epilepsy, Juvenile",252
catheter-related infections,Catheter-Related Infections,251
periodontal abscess,Periodontal Abscess,251
"fibrous dysplasia, monostotic","Fibrous Dysplasia, Monostotic",251
mucositis,Mucositis,251
retinal drusen,Retinal Drusen,251
"hyperbilirubinemia, neonatal","Hyperbilirubinemia, Neonatal",251
anthracosilicosis,Anthracosilicosis,250
angioid streaks,Angioid Streaks,250
epidermolysis bullosa acquisita,Epidermolysis Bullosa Acquisita,250
"neoplasms, basal cell","Neoplasms, Basal Cell",249
somnambulism,Somnambulism,249
angiomyoma,Angiomyoma,248
orofaciodigital syndromes,Orofaciodigital Syndromes,248
chronobiology disorders,Chronobiology Disorders,248
nephrolithiasis,Nephrolithiasis,248
kaposi varicelliform eruption,Kaposi Varicelliform Eruption,247
wolfram syndrome,Wolfram Syndrome,247
tarsal tunnel syndrome,Tarsal Tunnel Syndrome,247
spirochaetales infections,Spirochaetales Infections,246
epidermodysplasia verruciformis,Epidermodysplasia Verruciformis,246
equine infectious anemia,Equine Infectious Anemia,246
eosinophilia-myalgia syndrome,Eosinophilia-Myalgia Syndrome,246
mesenteric lymphadenitis,Mesenteric Lymphadenitis,246
dry socket,Dry Socket,246
pemphigoid gestationis,Pemphigoid Gestationis,245
lipoid proteinosis of urbach and wiethe,Lipoid Proteinosis of Urbach and Wiethe,244
"shock, surgical","Shock, Surgical",244
"megacolon, toxic","Megacolon, Toxic",243
"neuralgia, postherpetic","Neuralgia, Postherpetic",243
shaken baby syndrome,Shaken Baby Syndrome,243
uterine inertia,Uterine Inertia,243
lightning injuries,Lightning Injuries,243
"hemorrhagic fever, american","Hemorrhagic Fever, American",242
peroneal neuropathies,Peroneal Neuropathies,242
wasting syndrome,Wasting Syndrome,242
scheuermann disease,Scheuermann Disease,241
prosopagnosia,Prosopagnosia,241
chromosomal instability,Chromosomal Instability,241
dens in dente,Dens in Dente,240
"headache disorders, primary","Headache Disorders, Primary",240
hyperostosis frontalis interna,Hyperostosis Frontalis Interna,239
labyrinthitis,Labyrinthitis,239
sandhoff disease,Sandhoff Disease,239
postphlebitic syndrome,Postphlebitic Syndrome,239
"epidermolysis bullosa, junctional","Epidermolysis Bullosa, Junctional",239
"fasciitis, plantar","Fasciitis, Plantar",238
macroglossia,Macroglossia,238
"sarcoma, clear cell","Sarcoma, Clear Cell",237
proctocolitis,Proctocolitis,237
"myopia, degenerative","Myopia, Degenerative",237
favism,Favism,237
pyuria,Pyuria,236
"trauma, nervous system","Trauma, Nervous System",236
"dentin, secondary","Dentin, Secondary",235
monosomy,Monosomy,235
rhinosporidiosis,Rhinosporidiosis,233
bone malalignment,Bone Malalignment,233
byssinosis,Byssinosis,233
earache,Earache,233
causalgia,Causalgia,233
pantothenate kinase-associated neurodegeneration,Pantothenate Kinase-Associated Neurodegeneration,232
bernard-soulier syndrome,Bernard-Soulier Syndrome,232
multiple endocrine neoplasia type 2b,Multiple Endocrine Neoplasia Type 2b,231
"pneumonia, progressive interstitial, of sheep","Pneumonia, Progressive Interstitial, of Sheep",230
cherubism,Cherubism,230
ethmoid sinusitis,Ethmoid Sinusitis,230
tics,Tics,230
hyperlipoproteinemia type i,Hyperlipoproteinemia Type I,230
"bone diseases, infectious","Bone Diseases, Infectious",229
neurogenic inflammation,Neurogenic Inflammation,229
tabes dorsalis,Tabes Dorsalis,228
osteoblastoma,Osteoblastoma,228
solitary fibrous tumors,Solitary Fibrous Tumors,228
ossification of posterior longitudinal ligament,Ossification of Posterior Longitudinal Ligament,228
aphakia,Aphakia,228
mydriasis,Mydriasis,228
hyperphosphatemia,Hyperphosphatemia,228
african swine fever,African Swine Fever,227
"hand, foot and mouth disease","Hand, Foot and Mouth Disease",227
melorheostosis,Melorheostosis,227
retinoschisis,Retinoschisis,227
thyroid hormone resistance syndrome,Thyroid Hormone Resistance Syndrome,227
hemolysis,Hemolysis,227
"tuberculosis, splenic","Tuberculosis, Splenic",226
lymphangiomyoma,Lymphangiomyoma,226
bardet-biedl syndrome,Bardet-Biedl Syndrome,226
"heredodegenerative disorders, nervous system","Heredodegenerative Disorders, Nervous System",226
"diabetes insipidus, neurogenic","Diabetes Insipidus, Neurogenic",226
nonodontogenic cysts,Nonodontogenic Cysts,225
adenomyoma,Adenomyoma,225
acrospiroma,Acrospiroma,225
"pain insensitivity, congenital","Pain Insensitivity, Congenital",225
splenosis,Splenosis,225
"leukemia, myeloid, chronic, atypical, bcr-abl negative","Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative",224
fused teeth,Fused Teeth,224
posterior leukoencephalopathy syndrome,Posterior Leukoencephalopathy Syndrome,224
"glaucoma, neovascular","Glaucoma, Neovascular",224
balkan nephropathy,Balkan Nephropathy,224
crigler-najjar syndrome,Crigler-Najjar Syndrome,224
granuloma inguinale,Granuloma Inguinale,223
trichostrongyloidiasis,Trichostrongyloidiasis,223
gingival hemorrhage,Gingival Hemorrhage,223
"truncus arteriosus, persistent","Truncus Arteriosus, Persistent",223
mucinoses,Mucinoses,223
euthyroid sick syndromes,Euthyroid Sick Syndromes,223
tooth attrition,Tooth Attrition,222
exanthema subitum,Exanthema Subitum,221
panuveitis,Panuveitis,221
"tuberculosis, endocrine","Tuberculosis, Endocrine",220
central nervous system fungal infections,Central Nervous System Fungal Infections,220
"leukemia, basophilic, acute","Leukemia, Basophilic, Acute",220
dysphonia,Dysphonia,220
"alkalosis, respiratory","Alkalosis, Respiratory",220
"tachycardia, sinus","Tachycardia, Sinus",220
vitamin k deficiency bleeding,Vitamin K Deficiency Bleeding,220
iron metabolism disorders,Iron Metabolism Disorders,220
latent tuberculosis,Latent Tuberculosis,219
lymphomatoid papulosis,Lymphomatoid Papulosis,219
"neurofibroma, plexiform","Neurofibroma, Plexiform",219
"ichthyosis, lamellar","Ichthyosis, Lamellar",219
mucopolysaccharidosis vi,Mucopolysaccharidosis VI,219
iatrogenic disease,Iatrogenic Disease,219
root caries,Root Caries,218
"hematoma, subdural, acute","Hematoma, Subdural, Acute",218
pulmonary blastoma,Pulmonary Blastoma,217
ellis-van creveld syndrome,Ellis-Van Creveld Syndrome,217
scimitar syndrome,Scimitar Syndrome,217
sphenoid sinusitis,Sphenoid Sinusitis,217
elephantiasis,Elephantiasis,217
dental fistula,Dental Fistula,216
"rhinitis, vasomotor","Rhinitis, Vasomotor",216
fructose intolerance,Fructose Intolerance,216
scleredema adultorum,Scleredema Adultorum,216
proteus syndrome,Proteus Syndrome,215
"cholecystitis, acute","Cholecystitis, Acute",215
digestive system abnormalities,Digestive System Abnormalities,215
lecithin acyltransferase deficiency,Lecithin Acyltransferase Deficiency,215
hypobetalipoproteinemias,Hypobetalipoproteinemias,215
rupture,Rupture,215
ulnar nerve compression syndromes,Ulnar Nerve Compression Syndromes,214
anisometropia,Anisometropia,214
vitreous detachment,Vitreous Detachment,214
"abnormalities, radiation-induced","Abnormalities, Radiation-Induced",214
"fractures, comminuted","Fractures, Comminuted",214
peliosis hepatis,Peliosis Hepatis,213
"fibromatosis, gingival","Fibromatosis, Gingival",213
choroid hemorrhage,Choroid Hemorrhage,213
ectropion,Ectropion,213
"pleuropneumonia, contagious","Pleuropneumonia, Contagious",212
syringoma,Syringoma,212
meigs syndrome,Meigs Syndrome,212
poland syndrome,Poland Syndrome,212
spinal curvatures,Spinal Curvatures,211
oculocerebrorenal syndrome,Oculocerebrorenal Syndrome,211
ventricular septal rupture,Ventricular Septal Rupture,211
gas poisoning,Gas Poisoning,211
carcinoid heart disease,Carcinoid Heart Disease,210
craniomandibular disorders,Craniomandibular Disorders,210
"hydatidiform mole, invasive","Hydatidiform Mole, Invasive",209
blastocystis infections,Blastocystis Infections,208
"porphyrias, hepatic","Porphyrias, Hepatic",208
"amnesia, transient global","Amnesia, Transient Global",208
neuroectodermal tumors,Neuroectodermal Tumors,207
musculoskeletal abnormalities,Musculoskeletal Abnormalities,207
nocturnal myoclonus syndrome,Nocturnal Myoclonus Syndrome,207
retinal vasculitis,Retinal Vasculitis,207
malignant catarrh,Malignant Catarrh,206
phimosis,Phimosis,206
factor xii deficiency,Factor XII Deficiency,206
erdheim-chester disease,Erdheim-Chester Disease,206
"dilatation, pathologic","Dilatation, Pathologic",206
hantavirus pulmonary syndrome,Hantavirus Pulmonary Syndrome,205
caroli disease,Caroli Disease,205
akinetic mutism,Akinetic Mutism,205
oligomenorrhea,Oligomenorrhea,205
"stress disorders, traumatic","Stress Disorders, Traumatic",205
hutchinson's melanotic freckle,Hutchinson's Melanotic Freckle,204
glossitis,Glossitis,204
intervertebral disk degeneration,Intervertebral Disk Degeneration,203
vulvar lichen sclerosus,Vulvar Lichen Sclerosus,203
glycogen storage disease type iii,Glycogen Storage Disease Type III,203
"schizophrenia, catatonic","Schizophrenia, Catatonic",203
coronaviridae infections,Coronaviridae Infections,202
patellofemoral pain syndrome,Patellofemoral Pain Syndrome,202
laboratory infection,Laboratory Infection,201
acquired hyperostosis syndrome,Acquired Hyperostosis Syndrome,201
respiratory aspiration,Respiratory Aspiration,201
ulnar neuropathies,Ulnar Neuropathies,201
flaviviridae infections,Flaviviridae Infections,200
"carcinoma, basosquamous","Carcinoma, Basosquamous",200
frontal sinusitis,Frontal Sinusitis,200
vestibular neuronitis,Vestibular Neuronitis,200
sphingolipidoses,Sphingolipidoses,200
kuru,Kuru,200
"myasthenic syndromes, congenital","Myasthenic Syndromes, Congenital",200
"hemorrhagic fever, crimean","Hemorrhagic Fever, Crimean",199
sparganosis,Sparganosis,199
vipoma,Vipoma,199
"panniculitis, peritoneal","Panniculitis, Peritoneal",199
"hearing loss, central","Hearing Loss, Central",199
nocturnal enuresis,Nocturnal Enuresis,198
"hyperkeratosis, epidermolytic","Hyperkeratosis, Epidermolytic",198
ape diseases,Ape Diseases,198
esophageal cyst,Esophageal Cyst,197
"aphasia, primary progressive","Aphasia, Primary Progressive",197
optic disk drusen,Optic Disk Drusen,197
waterhouse-friderichsen syndrome,Waterhouse-Friderichsen Syndrome,196
"paralysis, obstetric","Paralysis, Obstetric",196
callosities,Callosities,196
yaws,Yaws,195
"conjunctivitis, viral","Conjunctivitis, Viral",195
dysostoses,Dysostoses,195
dental deposits,Dental Deposits,195
mononeuropathies,Mononeuropathies,195
"nails, ingrown","Nails, Ingrown",195
nephrogenic fibrosing dermopathy,Nephrogenic Fibrosing Dermopathy,195
uniparental disomy,Uniparental Disomy,195
pick disease of the brain,Pick Disease of the Brain,194
hypoalbuminemia,Hypoalbuminemia,194
mandibular injuries,Mandibular Injuries,194
firesetting behavior,Firesetting Behavior,194
lentivirus infections,Lentivirus Infections,193
"lymphoma, large-cell, immunoblastic","Lymphoma, Large-Cell, Immunoblastic",193
reactive attachment disorder,Reactive Attachment Disorder,193
treponemal infections,Treponemal Infections,192
cementoma,Cementoma,192
thanatophoric dysplasia,Thanatophoric Dysplasia,192
"auditory diseases, central","Auditory Diseases, Central",192
renal aminoacidurias,Renal Aminoacidurias,192
igg deficiency,IgG Deficiency,192
"pasteurellosis, pneumonic","Pasteurellosis, Pneumonic",191
"sexually transmitted diseases, viral","Sexually Transmitted Diseases, Viral",191
"carcinoma, islet cell","Carcinoma, Islet Cell",191
dental pulp calcification,Dental Pulp Calcification,191
"hernia, obturator","Hernia, Obturator",191
heartwater disease,Heartwater Disease,190
"tuberculosis, avian","Tuberculosis, Avian",190
platybasia,Platybasia,190
frontotemporal lobar degeneration,Frontotemporal Lobar Degeneration,190
"edema, cardiac","Edema, Cardiac",190
"pemphigus, benign familial","Pemphigus, Benign Familial",190
leukocyte-adhesion deficiency syndrome,Leukocyte-Adhesion Deficiency Syndrome,190
rhabdoviridae infections,Rhabdoviridae Infections,189
"cystadenoma, papillary","Cystadenoma, Papillary",189
"adenocarcinoma, sebaceous","Adenocarcinoma, Sebaceous",189
osteopoikilosis,Osteopoikilosis,189
"albinism, ocular","Albinism, Ocular",189
"ichthyosiform erythroderma, congenital","Ichthyosiform Erythroderma, Congenital",189
"fractures, malunited","Fractures, Malunited",189
diphyllobothriasis,Diphyllobothriasis,188
"malaria, avian","Malaria, Avian",188
crest syndrome,CREST Syndrome,188
aniseikonia,Aniseikonia,188
vaginal discharge,Vaginal Discharge,188
"syphilis, latent","Syphilis, Latent",187
dracunculiasis,Dracunculiasis,187
pyelitis,Pyelitis,187
transvestism,Transvestism,187
manganese poisoning,Manganese Poisoning,186
"carcinoma, krebs 2","Carcinoma, Krebs 2",185
blind loop syndrome,Blind Loop Syndrome,185
gerstmann-straussler-scheinker disease,Gerstmann-Straussler-Scheinker Disease,185
enophthalmos,Enophthalmos,185
staphylococcal scalded skin syndrome,Staphylococcal Scalded Skin Syndrome,184
rinderpest,Rinderpest,184
"granuloma, respiratory tract","Granuloma, Respiratory Tract",184
"abortion, incomplete","Abortion, Incomplete",184
herpes zoster oticus,Herpes Zoster Oticus,183
"fibromatosis, abdominal","Fibromatosis, Abdominal",183
foot rot,Foot Rot,183
hip injuries,Hip Injuries,182
camurati-engelmann syndrome,Camurati-Engelmann Syndrome,181
"anemia, myelophthisic","Anemia, Myelophthisic",181
lymphangiosarcoma,Lymphangiosarcoma,180
dental fissures,Dental Fissures,180
"demyelinating autoimmune diseases, cns","Demyelinating Autoimmune Diseases, CNS",180
"paraparesis, spastic","Paraparesis, Spastic",180
median neuropathy,Median Neuropathy,180
